Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Fixation Count;Fixation Frequency [count/s];Fixation Duration Total [ms];Fixation Duration Average [ms];Fixation Duration Maximum [ms];Fixation Duration Minimum [ms];Fixation Dispersion Total [px];Fixation Dispersion Average [px];Fixation Dispersion Maximum [px];Fixation Dispersion Minimum [px];Saccade Count;Saccade Frequency [count/s];Saccade Duration Total [ms];Saccade Duration Average [ms];Saccade Duration Maximum [ms];Saccade Duration Minimum [ms];Saccade Amplitude Total [°];Saccade Amplitude Average [°];Saccade Amplitude Maximum [°];Saccade Amplitude Minimum [°];Saccade Velocity Total [°/s];Saccade Velocity Average [°/s];Saccade Velocity Maximum [°/s];Saccade Velocity Minimum [°/s];Saccade Latency Average [ms];Blink Count;Blink Frequency [count/s];Blink Duration Total [ms];Blink Duration Average [ms];Blink Duration Maximum [ms];Blink Duration Minimum [ms];Left Mouse Click Count;Left Mouse Click Frequency [count/s];Right Mouse Click Count;Right Mouse Click Frequency [count/s];Scanpath Length [px]
Trial004;3_apns_f.jpg;0.0;9990.8;WD211;ForestGreen;37;3.7;7232.2;195.5;483.8;83.4;2771.1;74.9;99.8;25.0;39;3.9;1818.8;46.6;258.6;8.2;282.2;7.2;32.5;0.1;7201.1;184.6;873.2;6.7;208.8;6;0.6;733.9;122.3;175.1;91.8;0;0.0;0;0.0;10193
Trial012;3_apns_f.jpg;0.0;9994.6;WD211 (1);Gainsboro;31;3.1;8901.2;287.1;734.1;100.1;2399.2;77.4;99.7;30.4;30;3.0;783.7;26.1;100.1;8.2;166.2;5.5;38.0;0.0;3197.4;106.6;455.6;3.6;300.6;2;0.2;267.0;133.5;150.1;116.9;0;0.0;0;0.0;6219
Trial005;3_apns_f.jpg;0.0;9994.3;WD212;Gold;33;3.3;7731.5;234.3;717.3;83.4;2880.4;87.3;99.7;32.3;39;3.9;1059.2;27.2;116.9;8.3;173.6;4.5;27.0;0.0;4385.2;112.4;687.4;4.4;228.9;3;0.3;1023.1;341.0;656.1;100.1;0;0.0;0;0.0;6896
Trial008;3_apns_f.jpg;0.0;9999.6;WD213;Goldenrod;26;2.6;9042.3;347.8;900.8;116.8;2112.5;81.2;99.9;35.1;25;2.5;792.7;31.7;166.9;8.2;139.8;5.6;22.8;0.0;2858.6;114.3;721.6;4.3;362.9;1;0.1;116.8;116.8;116.8;116.8;0;0.0;0;0.0;7903
Trial009;3_apns_f.jpg;0.0;9994.5;WD214;Gray;32;3.2;9159.6;286.2;1051.1;83.4;2450.9;76.6;99.7;22.7;31;3.1;833.6;26.9;91.7;7.9;161.2;5.2;20.0;0.0;4018.9;129.6;330.8;2.5;290.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;10128
Trial002;3_apns_f.jpg;0.0;9998.1;WD215;Green;36;3.6;9167.6;254.7;609.0;83.5;2790.2;77.5;100.0;12.7;35;3.5;826.0;23.6;116.7;8.2;122.6;3.5;25.2;0.0;3356.6;95.9;477.4;4.2;258.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6348
Trial003;3_apns_f.jpg;0.0;9997.0;WD216;GreenYellow;36;3.6;8523.4;236.8;492.1;83.3;2777.6;77.2;99.9;22.0;36;3.6;1318.5;36.6;175.3;8.3;132.9;3.7;17.1;0.0;3247.9;90.2;378.2;3.7;230.0;1;0.1;150.2;150.2;150.2;150.2;0;0.0;0;0.0;7069
Trial008;3_apns_f.jpg;0.0;9995.7;WD218;HotPink;48;4.8;8557.3;178.3;375.3;83.4;4076.3;84.9;99.9;31.1;47;4.7;1434.5;30.5;175.1;8.2;167.4;3.6;28.8;0.0;3177.7;67.6;265.0;4.7;180.1;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8584
Trial008;3_apns_f.jpg;0.0;9994.4;WD219;IndianRed;28;2.8;4763.3;170.1;475.5;83.4;2392.7;85.5;99.7;52.3;29;2.9;4501.2;155.2;867.6;8.2;480.9;16.6;68.8;0.1;3455.2;119.1;753.3;12.5;179.1;3;0.3;592.2;197.4;250.2;166.9;0;0.0;0;0.0;5188
Trial010;3_apns_f.jpg;0.0;9996.2;WD220;Indigo;26;2.6;7329.4;281.9;700.7;101.2;1780.3;68.5;99.6;7.5;27;2.7;645.3;23.9;102.2;5.9;122.1;4.5;20.6;0.0;4500.9;166.7;915.1;0.4;347.0;2;0.2;1751.9;876.0;1676.8;75.1;0;0.0;0;0.0;6721
Trial001;3_apns_f.jpg;0.0;9999.0;WD221;Khaki;26;2.6;9317.8;358.4;875.8;116.8;1955.5;75.2;100.0;24.4;26;2.6;675.8;26.0;91.7;8.3;119.4;4.6;20.3;0.1;2940.6;113.1;304.3;7.2;359.7;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6955
Trial002;3_apns_f.jpg;0.0;9994.1;WD222;LawnGreen;21;2.1;9266.5;441.3;3645.4;116.8;1642.9;78.2;99.6;12.9;21;2.1;584.4;27.8;200.2;8.2;82.3;3.9;23.1;0.0;2008.5;95.6;295.4;3.8;450.0;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4397
Trial011;3_apns_f.jpg;0.0;9997.4;WD223;LightBlue;31;3.1;9185.0;296.3;634.0;83.5;2597.7;83.8;99.3;38.2;31;3.1;809.4;26.1;83.4;8.2;113.8;3.7;16.9;0.1;2513.3;81.1;266.8;7.0;292.8;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6627
Trial004;3_apns_f.jpg;0.0;9997.7;WD224;LightCoral;24;2.4;9075.9;378.2;984.4;83.4;2001.7;83.4;99.7;32.5;25;2.5;842.5;33.7;116.7;8.3;101.2;4.0;13.0;0.0;2507.7;100.3;261.1;3.3;367.4;1;0.1;75.0;75.0;75.0;75.0;0;0.0;0;0.0;4322
Trial002;3_apns_f.jpg;0.0;9998.7;WD225;LightGray;34;3.4;9193.0;270.4;600.6;91.8;2621.1;77.1;99.9;30.1;33;3.3;800.6;24.3;125.1;8.2;133.0;4.0;20.3;0.0;3379.2;102.4;347.0;2.2;270.9;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8817
Trial011;3_apns_f.jpg;0.0;9996.2;WD226;LightGreen;17;1.7;9192.8;540.8;1509.9;133.4;1373.3;80.8;99.9;30.5;18;1.8;558.8;31.0;108.4;8.3;173.2;9.6;57.4;0.0;3598.5;199.9;851.8;2.3;532.4;2;0.2;241.9;120.9;141.8;100.1;0;0.0;0;0.0;3620
Trial002;3_apns_f.jpg;0.0;10000.2;WD227;LightPink;30;3.0;8891.9;296.4;850.9;83.5;2251.4;75.0;99.5;31.8;31;3.1;843.2;27.2;108.4;8.1;126.9;4.1;18.9;0.1;3524.0;113.7;705.2;6.8;292.2;1;0.1;200.2;200.2;200.2;200.2;0;0.0;0;0.0;8114
Trial005;3_apns_f.jpg;0.0;4154.2;WD228;LightSalmon;14;3.4;3884.5;277.5;942.6;83.4;1115.3;79.7;99.9;33.5;13;3.1;267.4;20.6;75.1;8.4;60.3;4.6;22.2;0.1;1616.6;124.4;377.4;7.6;230.1;0;0.0;0.0;-;-;-;0;0.0;0;0.0;3669
Trial012;3_apns_f.jpg;0.0;9997.7;WD229;LightSeaGreen;40;4.0;7824.3;195.6;642.2;83.4;3362.5;84.1;99.5;28.9;41;4.1;1927.2;47.0;367.0;8.2;205.6;5.0;27.8;0.1;4129.1;100.7;585.0;10.6;180.6;1;0.1;183.5;183.5;183.5;183.5;0;0.0;0;0.0;8126
Trial010;3_apns_f.jpg;0.0;9991.5;WD230;LightSkyBlue;34;3.4;8425.7;247.8;1042.7;91.7;3013.8;88.6;99.9;36.3;34;3.4;1000.5;29.4;141.8;8.1;216.0;6.4;34.5;0.0;4103.5;120.7;590.3;2.0;261.6;4;0.4;433.9;108.5;116.8;100.1;0;0.0;0;0.0;8118
Trial001;3_apns_f.jpg;0.0;9997.0;WD231;LightSlateGray;36;3.6;8431.5;234.2;842.5;83.4;2913.6;80.9;99.8;41.8;37;3.7;1360.0;36.8;342.0;8.2;182.4;4.9;29.9;0.1;3501.3;94.6;287.2;6.3;233.1;1;0.1;200.2;200.2;200.2;200.2;0;0.0;0;0.0;7897
Trial009;3_apns_f.jpg;0.0;10000.1;WD232;LightSteelBlue;52;5.2;6914.6;133.0;300.3;83.1;4652.1;89.5;99.8;46.6;56;5.6;2336.4;41.7;383.7;8.2;276.9;4.9;55.3;0.0;4750.0;84.8;931.7;1.3;136.3;3;0.3;634.0;211.3;292.0;125.1;0;0.0;0;0.0;6986
Trial010;3_apns_f.jpg;0.0;9996.5;WD233;Lime;33;3.3;9031.2;273.7;592.2;83.4;2641.9;80.1;99.9;27.2;34;3.4;817.5;24.0;75.1;8.2;130.9;3.9;18.3;0.0;3242.8;95.4;323.8;5.3;269.5;1;0.1;91.9;91.9;91.9;91.9;0;0.0;0;0.0;8128
Trial011;19_naps_f.jpg;0.0;9992.5;MD201;Coral;26;2.6;9308.7;358.0;750.7;116.9;2029.1;78.0;99.3;35.6;25;2.5;509.5;20.4;75.0;8.2;80.2;3.2;13.7;0.0;2172.7;86.9;290.8;4.3;375.7;1;0.1;125.1;125.1;125.1;125.1;0;0.0;0;0.0;5562
Trial002;19_naps_f.jpg;0.0;9994.7;MB202;CornflowerBlue;35;3.5;8983.4;256.7;734.0;83.4;2822.0;80.6;99.8;25.8;36;3.6;676.4;18.8;75.1;8.2;125.7;3.5;24.4;0.0;3773.5;104.8;485.7;5.3;245.2;2;0.2;250.2;125.1;175.2;75.0;0;0.0;0;0.0;6297
Trial011;19_naps_f.jpg;0.0;9996.3;WD201;Crimson;20;2.0;2661.3;133.1;225.2;83.4;1889.2;94.5;99.9;78.0;23;2.3;3545.1;154.1;859.2;8.3;460.5;20.0;109.6;0.1;2705.8;117.6;591.6;11.6;293.1;4;0.4;450.4;112.6;116.7;108.5;0;0.0;0;0.0;4889
Trial008;19_naps_f.jpg;0.0;9993.4;MB203;Cyan;32;3.2;8179.5;255.6;767.5;91.7;2538.6;79.3;99.8;27.1;31;3.1;1059.5;34.2;158.5;8.2;197.3;6.4;35.2;0.1;3769.3;121.6;527.6;6.3;285.0;4;0.4;667.4;166.8;183.5;133.5;0;0.0;0;0.0;8621
Trial008;19_naps_f.jpg;0.0;9993.6;MD204;DarkBlue;17;1.7;9493.9;558.5;3011.4;100.1;1285.7;75.6;99.9;22.9;16;1.6;358.5;22.4;66.8;8.2;68.8;4.3;21.4;0.0;2145.5;134.1;543.1;2.7;537.8;1;0.1;133.5;133.5;133.5;133.5;0;0.0;0;0.0;4259
Trial007;19_naps_f.jpg;0.0;9994.7;MD205;DarkCyan;35;3.5;6655.3;190.2;709.0;91.7;2978.3;85.1;99.9;34.6;36;3.6;3128.4;86.9;567.2;8.2;516.2;14.3;153.7;0.1;4666.4;129.6;969.5;6.4;183.5;2;0.2;208.5;104.2;116.7;91.7;0;0.0;0;0.0;10205
Trial005;19_naps_f.jpg;0.0;9995.3;MD206;DarkGoldenrod;28;2.8;8880.6;317.2;725.7;108.5;2278.3;81.4;100.0;25.8;28;2.8;875.9;31.3;141.9;8.2;154.1;5.5;18.2;0.0;3032.0;108.3;354.8;2.4;306.5;2;0.2;208.5;104.2;116.8;91.7;0;0.0;0;0.0;8037
Trial011;19_naps_f.jpg;0.0;9995.5;MDP207;DarkGray;35;3.5;6681.6;190.9;608.9;83.3;2831.9;80.9;99.9;25.9;35;3.5;2895.0;82.7;734.1;8.2;379.8;10.9;72.4;0.0;4295.7;122.7;628.7;5.3;201.4;2;0.2;308.6;154.3;158.5;150.1;0;0.0;0;0.0;9677
Trial006;19_naps_f.jpg;0.0;10001.1;WD202;DarkGreen;24;2.4;7930.8;330.4;842.5;91.8;1996.7;83.2;99.9;37.5;27;2.7;918.1;34.0;108.5;8.2;200.0;7.4;35.0;0.0;4512.1;167.1;609.5;3.8;313.4;5;0.5;867.7;173.5;200.2;141.9;0;0.0;0;0.0;7040
Trial003;19_naps_f.jpg;0.0;10000.0;MD208;DarkKhaki;44;4.4;8858.9;201.3;467.1;91.7;3897.0;88.6;99.9;19.1;43;4.3;1134.7;26.4;100.1;8.2;147.0;3.4;21.5;0.0;3417.7;79.5;426.9;2.7;198.0;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8288
Trial001;19_naps_f.jpg;0.0;9995.6;WD203;DarkMagenta;31;3.1;9115.9;294.1;659.0;100.1;2298.1;74.1;99.9;27.0;30;3.0;767.9;25.6;116.7;8.2;125.2;4.2;30.5;0.0;3394.4;113.1;610.0;3.6;304.3;1;0.1;91.7;91.7;91.7;91.7;0;0.0;0;0.0;6163
Trial004;19_naps_f.jpg;0.0;9996.0;MD211;DarkOliveGreen;29;2.9;9300.0;320.7;692.3;83.5;2288.5;78.9;100.0;29.0;28;2.8;692.1;24.7;66.8;8.2;135.4;4.8;35.6;0.0;3199.2;114.3;533.5;4.9;329.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8079
Trial004;19_naps_f.jpg;0.0;9998.7;WD204;DarkOrange;42;4.2;6948.3;165.4;483.7;83.3;3755.8;89.4;99.4;51.3;43;4.3;2693.4;62.6;475.5;7.0;266.3;6.2;45.4;0.1;3824.1;88.9;1027.7;8.7;173.8;2;0.2;200.2;100.1;100.1;100.1;0;0.0;0;0.0;7514
Trial002;19_naps_f.jpg;0.0;9996.7;MD212;DarkOrchid;35;3.5;9058.7;258.8;800.8;91.7;2952.9;84.4;100.0;30.6;34;3.4;934.3;27.5;150.1;8.2;127.5;3.7;21.8;0.1;2877.6;84.6;284.2;6.5;260.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7661
Trial005;19_naps_f.jpg;0.0;9999.4;WD205;DarkRed;24;2.4;3251.2;135.5;342.1;83.4;2184.8;91.0;99.7;71.7;26;2.6;4329.2;166.5;750.9;8.2;555.7;21.4;81.8;0.1;4133.4;159.0;891.4;11.3;218.9;10;1.0;1259.5;126.0;166.8;75.1;0;0.0;0;0.0;4743
Trial007;19_naps_f.jpg;0.0;9996.9;MD213;DarkSalmon;38;3.8;8207.9;216.0;542.3;83.4;3181.1;83.7;99.8;29.8;39;3.9;1631.5;41.8;208.5;8.2;252.9;6.5;36.7;0.0;4032.6;103.4;396.8;2.2;214.5;1;0.1;150.1;150.1;150.1;150.1;0;0.0;0;0.0;10853
Trial007;19_naps_f.jpg;0.0;9997.5;MD208 (1);DarkSeaGreen;39;3.9;8500.6;218.0;517.1;83.5;3144.1;80.6;100.0;23.7;41;4.1;1284.1;31.3;116.7;8.2;174.7;4.3;20.8;0.0;4273.6;104.2;317.2;3.6;217.7;1;0.1;208.6;208.6;208.6;208.6;0;0.0;0;0.0;10211
Trial008;19_naps_f.jpg;0.0;9988.7;MD209;DarkSlateBlue;24;2.4;6196.7;258.2;717.4;83.4;1706.7;71.1;99.8;15.4;23;2.3;1026.4;44.6;375.4;8.2;243.1;10.6;60.0;0.0;4864.4;211.5;826.1;1.4;304.5;5;0.5;2432.4;486.5;2015.1;91.7;0;0.0;0;0.0;5051
Trial012;19_naps_f.jpg;0.0;9996.8;MD214;DarkSlateGray;34;3.4;7799.1;229.4;650.7;83.4;3117.8;91.7;100.0;58.7;34;3.4;2193.9;64.5;834.2;8.2;179.2;5.3;63.4;0.0;2007.3;59.0;250.6;6.0;230.8;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5029
Trial006;19_naps_f.jpg;0.0;9997.0;MD215;DarkTurquoise;21;2.1;9399.9;447.6;1334.7;125.1;1742.3;83.0;99.8;40.8;23;2.3;434.2;18.9;58.4;8.4;94.6;4.1;24.8;0.0;3377.0;146.8;703.3;2.5;425.0;1;0.1;91.8;91.8;91.8;91.8;0;0.0;0;0.0;4026
Trial008;19_naps_f.jpg;0.0;9997.3;MD216;DarkViolet;31;3.1;9208.0;297.0;559.0;91.7;2388.8;77.1;99.6;21.2;31;3.1;642.9;20.7;58.5;8.2;146.1;4.7;19.1;0.0;4656.1;150.2;594.2;3.1;291.7;1;0.1;141.7;141.7;141.7;141.7;0;0.0;0;0.0;9084
Trial007;19_naps_f.jpg;0.0;9995.5;WD206;DeepPink;34;3.4;8373.9;246.3;917.6;83.4;2435.0;71.6;99.8;16.7;35;3.5;933.6;26.7;66.7;8.2;219.8;6.3;18.8;0.0;7985.4;228.2;792.2;2.1;254.2;5;0.5;559.1;111.8;133.5;100.1;0;0.0;0;0.0;12786
Trial012;19_naps_f.jpg;0.0;9995.2;WD207;DeepSkyBlue;29;2.9;7822.3;269.7;1084.4;83.4;2399.2;82.7;99.8;32.6;29;2.9;1209.9;41.7;275.4;8.2;325.6;11.2;61.4;0.1;5147.6;177.5;770.0;7.2;306.3;2;0.2;650.5;325.3;350.2;300.3;0;0.0;0;0.0;7633
Trial009;19_naps_f.jpg;0.0;9999.2;WD208;DimGray;32;3.2;8432.4;263.5;550.6;91.8;2380.4;74.4;100.0;26.2;35;3.5;1111.0;31.7;175.1;8.2;254.8;7.3;34.6;0.0;6023.3;172.1;873.0;4.7;253.9;3;0.3;316.7;105.6;133.4;74.8;0;0.0;0;0.0;7992
Trial003;19_naps_f.jpg;0.0;9998.3;MD217;DodgerBlue;23;2.3;9359.3;406.9;934.2;183.4;1646.1;71.6;99.9;23.9;23;2.3;509.1;22.1;75.1;8.3;97.6;4.2;23.1;0.1;2514.3;109.3;396.4;9.5;408.7;1;0.1;75.0;75.0;75.0;75.0;0;0.0;0;0.0;5430
Trial011;19_naps_f.jpg;0.0;9992.3;WD209;Firebrick;28;2.8;8991.3;321.1;592.3;91.9;2401.1;85.8;99.9;43.4;29;2.9;875.5;30.2;116.8;8.2;121.3;4.2;17.8;0.0;2687.1;92.7;325.6;2.6;317.6;1;0.1;125.1;125.1;125.1;125.1;0;0.0;0;0.0;7143
Trial003;19_naps_f.jpg;0.0;9991.7;WD211;ForestGreen;31;3.1;7132.0;230.1;617.3;91.7;2638.0;85.1;99.7;61.6;33;3.3;1943.9;58.9;483.9;8.2;300.8;9.1;69.8;0.0;6180.8;187.3;1035.5;3.3;235.9;3;0.3;408.7;136.2;158.5;116.7;0;0.0;0;0.0;9729
Trial003;19_naps_f.jpg;0.0;9997.9;WD211 (1);Gainsboro;30;3.0;8029.0;267.6;717.3;91.7;2229.1;74.3;99.8;26.3;31;3.1;884.4;28.5;125.2;8.2;169.4;5.5;29.8;0.0;4437.8;143.2;511.5;4.1;297.1;2;0.2;1056.3;528.2;947.8;108.5;0;0.0;0;0.0;8175
Trial001;19_naps_f.jpg;0.0;9991.8;WD212;Gold;33;3.3;9001.7;272.8;709.1;108.4;2729.1;82.7;99.7;24.3;33;3.3;808.5;24.5;116.7;8.2;153.3;4.6;29.5;0.0;3423.0;103.7;441.3;4.4;276.1;1;0.1;108.4;108.4;108.4;108.4;0;0.0;0;0.0;8059
Trial012;19_naps_f.jpg;0.0;9997.4;WD213;Goldenrod;30;3.0;8900.5;296.7;659.0;83.4;2328.0;77.6;99.8;21.8;30;3.0;1092.9;36.4;83.5;8.2;216.1;7.2;21.6;0.0;3797.4;126.6;281.5;3.4;299.7;0;0.0;0.0;-;-;-;0;0.0;0;0.0;12010
Trial004;19_naps_f.jpg;0.0;9993.0;WD214;Gray;32;3.2;9066.8;283.3;917.6;83.4;2296.5;71.8;99.8;30.4;31;3.1;904.9;29.2;75.1;3.7;206.3;6.7;21.6;0.0;4971.9;160.4;406.9;5.5;288.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;12664
Trial012;19_naps_f.jpg;0.0;9997.7;WD215;Green;25;2.5;8383.6;335.3;901.0;91.7;1823.8;73.0;99.7;15.3;25;2.5;667.1;26.7;116.8;8.2;115.4;4.6;45.9;0.0;2821.7;112.9;500.8;4.9;360.0;2;0.2;931.2;465.6;772.7;158.5;0;0.0;0;0.0;3971
Trial009;19_naps_f.jpg;0.0;9983.9;WD216;GreenYellow;36;3.6;8725.9;242.4;834.2;83.4;2953.0;82.0;99.8;34.7;37;3.7;775.6;21.0;125.1;8.2;115.4;3.1;19.1;0.0;4377.0;118.3;780.1;5.4;250.0;2;0.2;358.6;179.3;275.2;83.4;0;0.0;0;0.0;4461
Trial006;19_naps_f.jpg;0.0;9992.3;WD218;HotPink;31;3.1;8758.9;282.5;700.7;100.0;2416.6;78.0;99.1;31.5;31;3.1;1226.4;39.6;125.1;8.2;201.6;6.5;19.1;0.0;3661.2;118.1;265.0;5.0;285.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9945
Trial002;19_naps_f.jpg;0.0;9998.9;WD219;IndianRed;28;2.8;4321.8;154.4;325.2;83.4;2446.0;87.4;99.7;33.1;30;3.0;5271.3;175.7;1601.7;7.3;509.4;17.0;130.2;0.1;2894.3;96.5;527.7;7.7;154.2;3;0.3;400.4;133.5;158.5;91.7;0;0.0;0;0.0;5556
Trial008;19_naps_f.jpg;0.0;9994.6;WD220;Indigo;28;2.8;9241.1;330.0;843.4;100.0;2030.6;72.5;99.9;0.7;27;2.7;746.1;27.6;83.4;7.5;148.3;5.5;32.1;0.0;3674.0;136.1;495.8;3.4;335.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7800
Trial012;19_naps_f.jpg;0.0;9995.5;WD221;Khaki;36;3.6;8792.1;244.2;567.4;83.4;2777.9;77.2;100.0;15.7;35;3.5;1201.2;34.3;133.5;8.2;201.0;5.7;27.0;0.0;4088.7;116.8;309.0;1.7;244.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;11328
Trial008;19_naps_f.jpg;0.0;9990.7;WD222;LawnGreen;28;2.8;9459.6;337.8;909.2;125.1;2036.3;72.7;100.0;22.3;27;2.7;525.4;19.5;58.5;8.2;88.8;3.3;13.8;0.0;2707.6;100.3;331.4;5.8;333.7;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6114
Trial008;19_naps_f.jpg;0.0;9998.7;WD223;LightBlue;34;3.4;9108.2;267.9;800.8;91.8;2954.1;86.9;99.1;58.7;35;3.5;734.9;21.0;75.0;8.2;110.7;3.2;17.1;0.1;2941.6;84.0;317.7;6.7;266.9;1;0.1;150.1;150.1;150.1;150.1;0;0.0;0;0.0;6827
Trial008;19_naps_f.jpg;0.0;9994.0;WD224;LightCoral;34;3.4;8466.6;249.0;542.3;91.7;2660.6;78.3;100.0;12.0;35;3.5;1185.0;33.9;141.8;8.2;199.0;5.7;25.7;0.0;4578.6;130.8;542.3;2.2;250.7;2;0.2;150.2;75.1;75.1;75.1;0;0.0;0;0.0;6775
Trial008;19_naps_f.jpg;0.0;9999.5;WD225;LightGray;32;3.2;7582.3;236.9;675.7;91.7;2595.0;81.1;99.9;24.4;31;3.1;1352.1;43.6;242.0;8.3;244.5;7.9;59.1;0.1;3473.6;112.1;306.7;6.6;274.3;2;0.2;989.5;494.7;897.7;91.8;0;0.0;0;0.0;8831
Trial009;19_naps_f.jpg;0.0;9993.3;WD226;LightGreen;24;2.4;8583.1;357.6;992.6;83.4;1885.2;78.6;99.8;23.5;24;2.4;1017.9;42.4;233.6;8.2;187.5;7.8;37.4;0.0;3940.9;164.2;703.1;4.0;359.8;3;0.3;267.0;89.0;100.1;75.1;0;0.0;0;0.0;3908
Trial008;19_naps_f.jpg;0.0;9986.4;WD227;LightPink;24;2.4;8758.8;365.0;909.2;158.5;2021.7;84.2;99.8;32.9;24;2.4;892.9;37.2;150.3;8.2;165.3;6.9;48.4;0.0;2441.2;101.7;322.0;2.7;371.4;1;0.1;108.5;108.5;108.5;108.5;0;0.0;0;0.0;6236
Trial002;19_naps_f.jpg;0.0;3583.9;WD228;LightSalmon;16;4.5;2944.6;184.0;759.1;83.5;1268.1;79.3;99.5;20.2;16;4.5;634.1;39.6;191.9;8.4;64.2;4.0;17.0;0.1;1428.9;89.3;338.4;6.7;186.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;2991
Trial004;19_naps_f.jpg;0.0;9999.0;WD229;LightSeaGreen;35;3.5;9160.0;261.7;792.5;100.1;2775.9;79.3;100.0;40.6;34;3.4;833.5;24.5;175.1;8.2;115.5;3.4;18.2;0.1;3164.8;93.1;312.6;7.5;263.9;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7076
Trial004;19_naps_f.jpg;0.0;9996.4;WD230;LightSkyBlue;36;3.6;7860.5;218.3;659.1;83.4;2962.9;82.3;100.0;29.4;40;4.0;1143.0;28.6;208.5;8.2;295.5;7.4;90.2;0.1;5560.2;139.0;493.2;6.8;215.2;7;0.7;833.8;119.1;141.7;91.7;0;0.0;0;0.0;7318
Trial003;19_naps_f.jpg;0.0;9992.2;WD231;LightSlateGray;27;2.7;8850.9;327.8;809.2;133.5;2462.9;91.2;99.9;44.9;26;2.6;842.3;32.4;216.9;8.2;138.8;5.3;36.2;0.0;2422.1;93.2;310.1;5.4;352.0;1;0.1;233.6;233.6;233.6;233.6;0;0.0;0;0.0;6082
Trial001;19_naps_f.jpg;0.0;9993.9;WD232;LightSteelBlue;42;4.2;7641.5;181.9;492.2;83.4;3764.8;89.6;99.7;35.0;42;4.2;1834.8;43.7;258.6;8.2;210.5;5.0;46.5;0.1;2899.8;69.0;317.1;11.3;189.0;2;0.2;450.4;225.2;241.9;208.5;0;0.0;0;0.0;6879
Trial007;19_naps_f.jpg;0.0;10000.2;WD233;Lime;37;3.7;8609.2;232.7;575.6;100.1;3157.9;85.3;99.8;17.0;37;3.7;1101.1;29.8;141.9;8.2;154.2;4.2;24.2;0.0;3188.8;86.2;249.4;3.4;233.3;1;0.1;250.3;250.3;250.3;250.3;0;0.0;0;0.0;7715
Trial012;13_psan_f.jpg;0.0;9995.5;MD201;Coral;28;2.8;9281.1;331.5;1059.5;80.2;2031.2;72.5;99.9;31.9;29;2.9;559.6;19.3;75.1;8.3;126.7;4.4;29.6;0.0;3846.6;132.6;720.0;5.2;334.0;1;0.1;150.1;150.1;150.1;150.1;0;0.0;0;0.0;6506
Trial012;13_psan_f.jpg;0.0;9999.3;MB202;CornflowerBlue;29;2.9;8098.3;279.3;859.2;91.7;2461.6;84.9;99.8;31.5;29;2.9;658.7;22.7;116.8;8.2;97.7;3.4;14.3;0.0;3746.2;129.2;730.3;3.8;318.8;4;0.4;1101.1;275.3;817.5;75.0;0;0.0;0;0.0;5294
Trial006;13_psan_f.jpg;0.0;9995.8;WD201;Crimson;12;1.2;1760.1;146.7;300.4;100.1;1055.2;87.9;99.8;49.9;14;1.4;6039.8;431.4;1743.4;8.4;920.0;65.7;220.4;0.1;1993.1;142.4;283.0;6.7;294.5;6;0.6;959.1;159.8;200.3;108.4;0;0.0;0;0.0;2978
Trial012;13_psan_f.jpg;0.0;9997.2;MB203;Cyan;33;3.3;8509.2;257.9;1126.2;83.2;2799.4;84.8;99.7;30.2;33;3.3;893.1;27.1;108.3;8.2;213.8;6.5;44.6;0.0;4474.1;135.6;593.8;5.0;275.8;4;0.4;517.1;129.3;158.5;108.4;0;0.0;0;0.0;10052
Trial003;13_psan_f.jpg;0.0;9989.6;MD204;DarkBlue;34;3.4;8775.0;258.1;884.2;83.4;2518.4;74.1;99.7;20.2;34;3.4;1010.2;29.7;158.5;8.2;101.1;3.0;17.8;0.1;2617.5;77.0;305.3;5.1;266.2;1;0.1;75.0;75.0;75.0;75.0;0;0.0;0;0.0;5562
Trial011;13_psan_f.jpg;0.0;9998.3;MD205;DarkCyan;35;3.5;6289.1;179.7;417.1;83.0;2745.0;78.4;99.6;17.3;35;3.5;3612.4;103.2;684.1;8.2;435.7;12.4;79.8;0.1;3636.2;103.9;392.5;10.9;178.6;1;0.1;91.7;91.7;91.7;91.7;0;0.0;0;0.0;9708
