Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Fixation Count;Fixation Frequency [count/s];Fixation Duration Total [ms];Fixation Duration Average [ms];Fixation Duration Maximum [ms];Fixation Duration Minimum [ms];Fixation Dispersion Total [px];Fixation Dispersion Average [px];Fixation Dispersion Maximum [px];Fixation Dispersion Minimum [px];Saccade Count;Saccade Frequency [count/s];Saccade Duration Total [ms];Saccade Duration Average [ms];Saccade Duration Maximum [ms];Saccade Duration Minimum [ms];Saccade Amplitude Total [°];Saccade Amplitude Average [°];Saccade Amplitude Maximum [°];Saccade Amplitude Minimum [°];Saccade Velocity Total [°/s];Saccade Velocity Average [°/s];Saccade Velocity Maximum [°/s];Saccade Velocity Minimum [°/s];Saccade Latency Average [ms];Blink Count;Blink Frequency [count/s];Blink Duration Total [ms];Blink Duration Average [ms];Blink Duration Maximum [ms];Blink Duration Minimum [ms];Left Mouse Click Count;Left Mouse Click Frequency [count/s];Right Mouse Click Count;Right Mouse Click Frequency [count/s];Scanpath Length [px]
Trial012;23_ansp_f.jpg;0.0;9995.6;WD208;DimGray;31;3.1;8109.5;261.6;734.1;91.7;2337.4;75.4;99.8;21.5;36;3.6;1047.8;29.1;125.1;8.2;307.6;8.5;45.8;0.0;7317.8;203.3;975.6;5.2;251.9;5;0.5;750.8;150.2;216.8;75.1;0;0.0;0;0.0;9171
Trial012;23_ansp_f.jpg;0.0;9996.9;MD217;DodgerBlue;22;2.2;8650.4;393.2;925.9;108.5;1616.2;73.5;99.2;24.5;22;2.2;625.7;28.4;108.5;8.3;185.0;8.4;65.2;0.0;3506.3;159.4;600.8;1.6;420.7;2;0.2;166.8;83.4;83.5;83.4;0;0.0;0;0.0;5578
Trial008;23_ansp_f.jpg;0.0;9997.6;WD209;Firebrick;29;2.9;9036.1;311.6;1017.7;91.8;2247.4;77.5;99.7;22.4;28;2.8;958.8;34.2;133.5;8.2;163.8;5.9;27.7;0.0;2925.6;104.5;268.7;4.5;319.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8682
Trial006;23_ansp_f.jpg;0.0;9999.9;WD211;ForestGreen;21;2.1;8225.0;391.7;884.3;83.5;1649.3;78.5;99.5;31.5;22;2.2;1117.8;50.8;183.5;8.2;299.3;13.6;99.5;0.0;5240.9;238.2;1163.5;5.0;410.3;3;0.3;400.3;133.4;233.6;75.0;0;0.0;0;0.0;7740
Trial005;23_ansp_f.jpg;0.0;9996.8;WD211 (1);Gainsboro;34;3.4;9100.1;267.7;534.0;83.4;2687.3;79.0;100.0;33.8;33;3.3;692.4;21.0;66.7;8.2;118.7;3.6;14.3;0.0;3503.1;106.2;348.9;4.7;274.2;1;0.1;175.1;175.1;175.1;175.1;0;0.0;0;0.0;8173
Trial011;23_ansp_f.jpg;0.0;9987.3;WD212;Gold;24;2.4;8539.8;355.8;917.6;91.7;2066.1;86.1;99.8;25.0;24;2.4;1268.3;52.8;275.2;8.2;140.2;5.8;28.6;0.0;2252.3;93.8;382.4;4.6;365.2;1;0.1;175.2;175.2;175.2;175.2;0;0.0;0;0.0;4997
Trial004;23_ansp_f.jpg;0.0;9994.5;WD213;Goldenrod;23;2.3;6381.2;277.4;642.3;83.5;1858.5;80.8;99.9;24.7;23;2.3;1276.4;55.5;292.0;8.2;357.1;15.5;109.3;0.1;5054.3;219.8;732.8;11.1;377.4;5;0.5;1795.5;359.1;956.1;83.4;0;0.0;0;0.0;10938
Trial011;23_ansp_f.jpg;0.0;9997.2;WD214;Gray;31;3.1;9223.1;297.5;1059.4;91.7;2235.0;72.1;99.8;22.6;30;3.0;770.0;25.7;66.8;8.2;186.9;6.2;21.7;0.1;4494.1;149.8;377.8;8.7;272.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;11571
Trial003;23_ansp_f.jpg;0.0;9993.9;WD215;Green;32;3.2;9142.3;285.7;1009.3;83.4;2602.6;81.3;99.6;16.0;32;3.2;726.0;22.7;83.4;8.3;115.9;3.6;17.9;0.0;3104.5;97.0;342.8;4.1;289.5;1;0.1;125.1;125.1;125.1;125.1;0;0.0;0;0.0;6384
Trial004;23_ansp_f.jpg;0.0;9997.5;WD216;GreenYellow;32;3.2;8416.9;263.0;625.5;91.7;2397.3;74.9;99.6;21.4;31;3.1;517.2;16.7;66.8;8.2;83.8;2.7;28.2;0.0;3320.4;107.1;700.3;4.3;298.8;2;0.2;964.7;482.3;781.1;183.6;0;0.0;0;0.0;4592
Trial003;23_ansp_f.jpg;0.0;9991.3;WD218;HotPink;35;3.5;8889.6;254.0;533.9;91.7;2782.9;79.5;99.9;40.3;35;3.5;1093.3;31.2;133.5;8.2;180.0;5.1;26.0;0.1;3677.6;105.1;321.8;5.3;256.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9928
Trial004;23_ansp_f.jpg;0.0;9998.2;WD219;IndianRed;23;2.3;3069.6;133.5;242.0;83.4;2001.0;87.0;99.8;33.0;22;2.2;4787.8;217.6;650.6;8.3;787.4;35.8;187.5;0.1;3728.0;169.5;627.5;8.7;243.5;3;0.3;734.1;244.7;350.4;183.7;0;0.0;0;0.0;5461
Trial002;23_ansp_f.jpg;0.0;9997.0;WD220;Indigo;25;2.5;8935.6;357.4;992.7;91.7;1762.5;70.5;99.7;20.5;26;2.6;907.7;34.9;125.1;8.2;179.9;6.9;21.0;0.0;4170.7;160.4;767.4;5.6;354.4;1;0.1;75.1;75.1;75.1;75.1;0;0.0;0;0.0;7885
Trial006;23_ansp_f.jpg;0.0;9994.3;WD221;Khaki;29;2.9;8899.7;306.9;1234.6;91.8;2314.1;79.8;99.9;22.5;28;2.8;1093.2;39.0;150.1;8.2;181.9;6.5;21.8;0.0;3318.6;118.5;292.3;4.6;300.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9749
Trial005;23_ansp_f.jpg;0.0;9994.7;WD222;LawnGreen;27;2.7;9123.9;337.9;1476.6;108.5;2088.4;77.3;99.8;23.4;28;2.8;809.5;28.9;108.3;8.3;180.2;6.4;36.2;0.0;3615.2;129.1;407.6;2.1;333.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7024
Trial010;23_ansp_f.jpg;0.0;9999.2;WD223;LightBlue;31;3.1;9343.7;301.4;517.2;100.1;2661.4;85.9;99.4;49.2;31;3.1;649.8;21.0;116.8;8.1;90.1;2.9;19.7;0.0;2262.8;73.0;263.1;5.5;304.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5493
Trial002;23_ansp_f.jpg;0.0;10002.0;WD224;LightCoral;29;2.9;8792.4;303.2;750.7;83.5;2165.1;74.7;99.9;28.1;28;2.8;1017.6;36.3;125.1;8.2;212.2;7.6;45.6;0.0;3756.6;134.2;489.0;1.4;302.5;2;0.2;191.9;95.9;116.9;75.0;0;0.0;0;0.0;6139
Trial004;23_ansp_f.jpg;0.0;10000.7;WD225;LightGray;36;3.6;9175.6;254.9;525.5;83.4;2784.6;77.3;99.9;29.9;35;3.5;818.1;23.4;91.8;8.2;125.9;3.6;15.8;0.0;3791.4;108.3;303.8;3.8;262.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8890
Trial012;23_ansp_f.jpg;0.0;9997.5;WD226;LightGreen;24;2.4;9409.9;392.1;1751.7;83.4;1992.2;83.0;99.9;38.2;23;2.3;408.3;17.8;58.5;8.2;65.6;2.9;14.7;0.0;2270.3;98.7;599.9;1.6;422.8;2;0.2;175.3;87.6;91.9;83.4;0;0.0;0;0.0;3480
Trial007;23_ansp_f.jpg;0.0;9995.1;WD227;LightPink;27;2.7;8123.4;300.9;909.3;83.5;2177.2;80.6;99.9;31.2;28;2.8;1067.7;38.1;158.6;8.3;234.2;8.4;45.3;0.0;5671.6;202.6;804.9;3.8;321.6;5;0.5;659.0;131.8;208.5;75.1;0;0.0;0;0.0;8027
Trial003;23_ansp_f.jpg;0.0;3752.5;WD228;LightSalmon;13;3.5;3469.9;266.9;875.9;83.2;1028.3;79.1;99.8;42.5;12;3.2;275.6;23.0;58.4;8.2;55.1;4.6;15.5;0.1;1368.5;114.0;309.5;8.6;248.7;0;0.0;0.0;-;-;-;0;0.0;0;0.0;3375
Trial005;23_ansp_f.jpg;0.0;9994.7;WD229;LightSeaGreen;45;4.5;7941.0;176.5;425.4;83.4;3830.1;85.1;99.5;49.8;44;4.4;2052.4;46.6;300.2;8.2;207.9;4.7;19.9;0.1;4011.1;91.2;317.5;10.6;177.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9670
Trial012;23_ansp_f.jpg;0.0;9995.4;WD230;LightSkyBlue;33;3.3;8047.6;243.9;558.8;91.7;2898.2;87.8;99.4;49.8;37;3.7;1376.7;37.2;292.0;8.2;203.0;5.5;26.9;0.0;4224.1;114.2;524.6;4.9;233.8;4;0.4;442.4;110.6;133.5;91.9;0;0.0;0;0.0;7375
Trial012;23_ansp_f.jpg;0.0;9993.6;WD231;LightSlateGray;27;2.7;9025.0;334.3;1201.2;100.1;2323.8;86.1;99.7;35.1;26;2.6;734.3;28.2;133.5;8.2;98.0;3.8;15.9;0.0;2303.6;88.6;658.4;5.0;358.0;1;0.1;233.5;233.5;233.5;233.5;0;0.0;0;0.0;6185
Trial006;23_ansp_f.jpg;0.0;9993.5;WD232;LightSteelBlue;42;4.2;6939.3;165.2;458.7;83.4;3934.5;93.7;99.6;68.4;44;4.4;2758.5;62.7;600.6;8.2;222.3;5.1;47.6;0.1;3076.9;69.9;506.9;11.0;168.2;1;0.1;292.0;292.0;292.0;292.0;0;0.0;0;0.0;5744
Trial011;23_ansp_f.jpg;0.0;10001.2;WD233;Lime;32;3.2;8090.3;252.8;675.7;91.7;2562.2;80.1;100.0;17.9;34;3.4;1360.0;40.0;233.6;8.2;216.2;6.4;23.4;0.0;3888.4;114.4;345.1;3.2;249.7;3;0.3;542.2;180.7;225.2;141.9;0;0.0;0;0.0;8860
Trial002;1_aspn_f.jpg;0.0;9986.9;MD201;Coral;28;2.8;9140.2;326.4;767.4;91.7;2115.0;75.5;99.6;19.9;28;2.8;759.4;27.1;100.2;8.2;177.3;6.3;42.2;0.0;4093.1;146.2;641.4;4.3;328.4;1;0.1;83.5;83.5;83.5;83.5;0;0.0;0;0.0;8021
Trial005;1_aspn_f.jpg;0.0;9994.9;MB202;CornflowerBlue;31;3.1;8839.0;285.1;717.4;116.7;2651.4;85.5;99.9;44.5;31;3.1;917.2;29.6;150.1;8.2;140.1;4.5;32.6;0.0;2960.8;95.5;338.8;3.4;274.5;1;0.1;150.1;150.1;150.1;150.1;0;0.0;0;0.0;6811
Trial012;1_aspn_f.jpg;0.0;10001.1;WD201;Crimson;27;2.7;3478.8;128.8;200.2;83.4;2551.9;94.5;100.0;76.8;34;3.4;5772.2;169.8;1001.1;8.2;631.9;18.6;117.2;0.0;3513.7;103.3;824.3;0.7;127.9;4;0.4;475.4;118.9;150.3;75.0;0;0.0;0;0.0;4392
Trial006;1_aspn_f.jpg;0.0;9992.7;MB203;Cyan;40;4.0;8125.0;203.1;692.3;83.5;3162.8;79.1;99.6;12.8;40;4.0;1393.1;34.8;250.2;8.2;209.4;5.2;25.6;0.0;4984.2;124.6;683.2;3.4;215.2;2;0.2;383.7;191.9;216.9;166.9;0;0.0;0;0.0;11939
Trial002;1_aspn_f.jpg;0.0;10002.4;MD204;DarkBlue;27;2.7;9243.3;342.3;826.6;100.1;1980.3;73.3;99.8;30.6;26;2.6;550.8;21.2;66.7;8.2;100.8;3.9;20.4;0.0;2837.8;109.1;488.3;3.5;334.0;1;0.1;175.0;175.0;175.0;175.0;0;0.0;0;0.0;5891
Trial006;1_aspn_f.jpg;0.0;9995.0;MD205;DarkCyan;41;4.1;7389.0;180.2;508.9;83.4;3409.5;83.2;99.3;16.5;41;4.1;2494.2;60.8;375.4;8.2;335.1;8.2;60.9;0.0;4083.4;99.6;261.7;5.4;182.3;1;0.1;108.4;108.4;108.4;108.4;0;0.0;0;0.0;11270
Trial006;1_aspn_f.jpg;0.0;10000.3;MD206;DarkGoldenrod;29;2.9;9142.4;315.3;734.1;83.5;2329.7;80.3;99.7;16.0;29;2.9;509.1;17.6;100.1;8.2;74.8;2.6;15.0;0.0;2648.6;91.3;303.3;2.2;313.1;3;0.3;333.8;111.3;116.9;108.3;0;0.0;0;0.0;5531
Trial001;1_aspn_f.jpg;0.0;9995.2;MDP207;DarkGray;30;3.0;8946.6;298.2;725.7;83.4;2470.6;82.4;99.7;15.0;30;3.0;934.8;31.2;191.9;8.3;233.3;7.8;82.6;0.0;3980.2;132.7;608.4;5.0;295.1;1;0.1;108.5;108.5;108.5;108.5;0;0.0;0;0.0;6899
Trial011;1_aspn_f.jpg;0.0;10001.0;WD202;DarkGreen;20;2.0;8050.2;402.5;992.7;91.8;1717.6;85.9;99.7;32.6;21;2.1;1201.1;57.2;183.5;8.2;312.4;14.9;71.5;0.0;2877.5;137.0;445.7;1.3;403.8;3;0.3;667.3;222.4;317.0;125.1;0;0.0;0;0.0;6196
Trial009;1_aspn_f.jpg;0.0;10002.0;MD208;DarkKhaki;38;3.8;9150.2;240.8;567.3;108.5;3373.1;88.8;100.0;48.2;38;3.8;850.5;22.4;108.4;8.2;102.7;2.7;19.8;0.1;2550.6;67.1;283.5;8.6;242.2;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6251
Trial012;1_aspn_f.jpg;0.0;9996.2;WD203;DarkMagenta;31;3.1;8308.4;268.0;1009.3;83.4;2431.3;78.4;99.9;13.8;34;3.4;1134.5;33.4;158.5;8.2;273.6;8.0;66.9;0.0;5045.4;148.4;513.2;2.3;252.8;4;0.4;408.7;102.2;125.1;83.4;0;0.0;0;0.0;5086
Trial010;1_aspn_f.jpg;0.0;9996.4;MD211;DarkOliveGreen;32;3.2;9141.3;285.7;575.6;91.9;2699.0;84.3;99.8;43.9;31;3.1;850.7;27.4;75.1;8.2;165.8;5.3;18.2;0.0;3597.7;116.1;283.4;3.4;290.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;10326
Trial007;1_aspn_f.jpg;0.0;9997.5;WD204;DarkOrange;41;4.1;7915.3;193.1;458.8;83.4;3737.1;91.1;99.8;46.0;41;4.1;1535.3;37.4;183.6;8.2;165.3;4.0;26.0;0.1;3490.6;85.1;542.1;6.7;203.3;3;0.3;383.9;128.0;158.5;108.5;0;0.0;0;0.0;6919
Trial008;1_aspn_f.jpg;0.0;9998.4;MD212;DarkOrchid;38;3.8;9097.1;239.4;892.6;83.3;3410.1;89.7;99.9;50.5;37;3.7;893.5;24.1;75.1;8.2;146.9;4.0;17.0;0.0;3508.0;94.8;344.3;3.0;243.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8926
Trial003;1_aspn_f.jpg;0.0;10001.6;WD205;DarkRed;40;4.0;6806.5;170.2;400.5;83.4;3474.7;86.9;99.8;32.1;41;4.1;1994.1;48.6;508.9;8.2;345.3;8.4;35.4;0.1;7564.8;184.5;1030.3;7.2;195.0;6;0.6;633.8;105.6;166.7;75.0;0;0.0;0;0.0;6268
Trial006;1_aspn_f.jpg;0.0;9999.8;MD213;DarkSalmon;34;3.4;8667.5;254.9;659.0;83.4;2804.1;82.5;99.9;23.9;35;3.5;1176.0;33.6;125.1;8.2;202.2;5.8;38.3;0.0;3610.4;103.2;306.3;2.1;254.9;1;0.1;91.7;91.7;91.7;91.7;0;0.0;0;0.0;8876
Trial004;1_aspn_f.jpg;0.0;9995.0;MD208 (1);DarkSeaGreen;36;3.6;9013.5;250.4;550.6;99.8;2681.8;74.5;99.9;20.6;36;3.6;843.7;23.4;75.0;8.2;161.5;4.5;21.8;0.0;3773.4;104.8;304.2;2.1;256.7;1;0.1;116.9;116.9;116.9;116.9;0;0.0;0;0.0;9185
Trial004;1_aspn_f.jpg;0.0;9997.3;MD209;DarkSlateBlue;29;2.9;8707.8;300.3;767.5;100.1;2218.9;76.5;99.8;35.2;28;2.8;742.2;26.5;83.5;7.9;186.0;6.6;25.1;0.0;5979.8;213.6;953.4;1.7;334.6;4;0.4;383.5;95.9;125.1;75.0;0;0.0;0;0.0;8506
Trial001;1_aspn_f.jpg;0.0;9999.7;MD214;DarkSlateGray;40;4.0;6780.4;169.5;692.3;83.3;3568.8;89.2;100.0;45.9;53;5.3;2877.8;54.3;350.4;8.2;194.6;3.7;27.3;0.1;3013.3;56.9;272.7;10.1;127.1;0;0.0;0.0;-;-;-;0;0.0;0;0.0;3616
Trial005;1_aspn_f.jpg;0.0;9999.3;MD215;DarkTurquoise;26;2.6;9134.2;351.3;892.5;125.1;2155.3;82.9;100.0;24.8;27;2.7;767.4;28.4;116.8;8.2;119.5;4.4;18.0;0.0;3260.1;120.7;537.8;2.8;347.1;1;0.1;91.7;91.7;91.7;91.7;0;0.0;0;0.0;6181
Trial002;1_aspn_f.jpg;0.0;9997.9;MD216;DarkViolet;26;2.6;9442.2;363.2;1076.1;100.0;2230.7;85.8;100.0;30.0;26;2.6;425.7;16.4;66.7;8.3;85.3;3.3;16.5;0.0;3147.2;121.0;742.4;3.0;360.4;1;0.1;125.2;125.2;125.2;125.2;0;0.0;0;0.0;4519
Trial001;1_aspn_f.jpg;0.0;10000.2;WD206;DeepPink;36;3.6;6231.3;173.1;467.1;83.4;2530.1;70.3;99.6;27.0;39;3.9;2777.9;71.2;283.6;16.6;674.3;17.3;53.9;0.6;10174.3;260.9;835.6;34.9;182.4;5;0.5;656.4;131.3;200.2;75.1;0;0.0;0;0.0;18778
